input_text,target_label,target_output
"My confidence is low because of backlogs, relationship breakup, and lack of motivation, and I cannot decide if MBA preparation is realistic.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"My confidence is low because of exam stress, rent and living expenses pressure, and project deadline pressure, and I cannot decide if software job is realistic.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"My confidence is low because of backlogs, low CGPA, and assignment overload, and I cannot decide if research career is realistic.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"My family expects results, but I am dealing with family financial pressure, fear of failure, and father lost job while trying to pursue higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"Life feels unstable due to family financial pressure, fear of disappointing parents, and urgent medical expenses at home, but I still hope for study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"Everyone around me is moving ahead, but I am stuck with comparison with friends, father lost job, and competitive exam pressure, and I still want bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I feel guilty because of family financial pressure, low family income, and low self-confidence, while my future goal is still study abroad.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I feel guilty because of anxiety, assignment overload, and low family income, while my future goal is still stable job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I feel trapped because of responsibility to support parents, assignment overload, and depression, but I still want research career.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"My confidence is low because of backlogs, anxiety, and rent and living expenses pressure, and I cannot decide if startup idea is realistic.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"I feel trapped because of fear of disappointing parents, low CGPA, and education loan burden, but I still want bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I feel trapped because of rent and living expenses pressure, entrance exam stress, and project deadline pressure, but I still want family business.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I feel trapped because of project deadline pressure, assignment overload, and father lost job, but I still want research career.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I want long-term growth, but low family income, project deadline pressure, and lack of motivation are forcing me to rethink study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"I feel trapped because of anxiety, poor concentration, and low CGPA, but I still want research career.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"My confidence is low because of mental burnout, need immediate income, and responsibility to support parents, and I cannot decide if government exam preparation is realistic.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Life feels unstable due to project deadline pressure, low CGPA, and urgent medical expenses at home, but I still hope for MBA preparation.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"Everyone around me is moving ahead, but I am stuck with semester pressure, low CGPA, and poor concentration, and I still want software job.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I am mentally exhausted because of urgent medical expenses at home, father lost job, and rent and living expenses pressure. I do not know whether I should continue toward bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Because of anxiety, family financial pressure, and urgent medical expenses at home, I feel lost between responsibility and my goal of research career.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Everyone around me is moving ahead, but I am stuck with lack of motivation, assignment overload, and poor concentration, and I still want stable job.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I am mentally exhausted because of backlogs, low family income, and exam stress. I do not know whether I should continue toward bank exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"My family expects results, but I am dealing with poor concentration, semester pressure, and toxic relationship while trying to pursue higher studies.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"Because of fear of disappointing parents, family financial pressure, and low self-confidence, I feel lost between responsibility and my goal of MBA preparation.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Recovery is part of progress, not delay."
"My confidence is low because of low self-confidence, anxiety, and responsibility to support parents, and I cannot decide if government exam preparation is realistic.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Everyone around me is moving ahead, but I am stuck with mental burnout, exam stress, and family health expenses, and I still want bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I am mentally exhausted because of need immediate income, fear of failure, and family financial pressure. I do not know whether I should continue toward MBA preparation.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"I feel trapped because of exam stress, rent and living expenses pressure, and education loan burden, but I still want bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I feel guilty because of family health expenses, lack of motivation, and household financial burden, while my future goal is still stable job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"My family expects results, but I am dealing with rent and living expenses pressure, comparison with friends, and entrance exam stress while trying to pursue family business.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of household financial burden, comparison with friends, and low family income, I feel lost between responsibility and my goal of study abroad.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"I feel trapped because of family financial pressure, poor concentration, and depression, but I still want family business.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Because of low CGPA, backlogs, and project deadline pressure, I feel confused between survival and my dream of stable job.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"My family expects results, but I am dealing with semester pressure, depression, and emotional exhaustion while trying to pursue stable job.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Recovery is part of progress, not delay."
"My family expects results, but I am dealing with assignment overload, project deadline pressure, and semester pressure while trying to pursue MBA preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I want long-term growth, but father lost job, family financial pressure, and assignment overload are forcing me to rethink research career.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I want long-term growth, but lack of motivation, need immediate income, and low CGPA are forcing me to rethink government exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I am mentally exhausted because of emotional exhaustion, household financial burden, and low self-confidence. I do not know whether I should continue toward higher studies.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Everyone around me is moving ahead, but I am stuck with project deadline pressure, backlogs, and low self-confidence, and I still want stable job.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of anxiety, education loan burden, and project deadline pressure, I feel lost between responsibility and my goal of research career.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"My family expects results, but I am dealing with father lost job, backlogs, and entrance exam stress while trying to pursue higher studies.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I feel trapped because of fear of disappointing parents, father lost job, and low CGPA, but I still want family business.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Life feels unstable due to project deadline pressure, rent and living expenses pressure, and comparison with friends, but I still hope for government exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I feel guilty because of comparison with friends, exam stress, and low self-confidence, while my future goal is still stable job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"I feel trapped because of rent and living expenses pressure, semester pressure, and project deadline pressure, but I still want study abroad.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Everyone around me is moving ahead, but I am stuck with exam stress, depression, and anxiety, and I still want family business.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Because of backlogs, household financial burden, and assignment overload, I feel confused between survival and my dream of bank exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I am mentally exhausted because of emotional exhaustion, anxiety, and household financial burden. I do not know whether I should continue toward software job.",Balanced Plan,You do not need an extreme decision right now. A balanced plan that protects present responsibilities while preparing for future goals is often the safest path.
"I feel guilty because of backlogs, low self-confidence, and assignment overload, while my future goal is still stable job.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of competitive exam pressure, semester pressure, and education loan burden, I feel confused between survival and my dream of government exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I am mentally exhausted because of fear of failure, household financial burden, and backlogs. I do not know whether I should continue toward family business.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I am mentally exhausted because of responsibility to support parents, relationship breakup, and backlogs. I do not know whether I should continue toward family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"Everyone around me is moving ahead, but I am stuck with mental burnout, fear of disappointing parents, and fear of failure, and I still want family business.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Recovery is part of progress, not delay."
"Everyone around me is moving ahead, but I am stuck with low family income, entrance exam stress, and depression, and I still want MBA preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of assignment overload, exam stress, and low self-confidence, I feel lost between responsibility and my goal of software job.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I feel guilty because of family financial pressure, relationship breakup, and semester pressure, while my future goal is still study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"Because of rent and living expenses pressure, responsibility to support parents, and semester pressure, I feel confused between survival and my dream of bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I feel trapped because of depression, lack of motivation, and responsibility to support parents, but I still want startup idea.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"Life feels unstable due to fear of failure, family financial pressure, and competitive exam pressure, but I still hope for study abroad.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I feel guilty because of project deadline pressure, fear of failure, and fear of disappointing parents, while my future goal is still higher studies.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I am mentally exhausted because of poor concentration, low CGPA, and fear of failure. I do not know whether I should continue toward government exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"My confidence is low because of low self-confidence, family health expenses, and family financial pressure, and I cannot decide if bank exam preparation is realistic.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I am mentally exhausted because of assignment overload, semester pressure, and rent and living expenses pressure. I do not know whether I should continue toward study abroad.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"My confidence is low because of backlogs, father lost job, and assignment overload, and I cannot decide if family business is realistic.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Everyone around me is moving ahead, but I am stuck with father lost job, household financial burden, and competitive exam pressure, and I still want higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"I feel trapped because of rent and living expenses pressure, assignment overload, and family financial pressure, but I still want higher studies.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"I feel trapped because of assignment overload, low self-confidence, and family health expenses, but I still want higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"My family expects results, but I am dealing with anxiety, family health expenses, and assignment overload while trying to pursue government exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I want long-term growth, but emotional exhaustion, exam stress, and poor concentration are forcing me to rethink software job.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"My family expects results, but I am dealing with entrance exam stress, responsibility to support parents, and education loan burden while trying to pursue software job.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I feel guilty because of low CGPA, mental burnout, and exam stress, while my future goal is still research career.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"I am mentally exhausted because of entrance exam stress, father lost job, and fear of disappointing parents. I do not know whether I should continue toward family business.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Everyone around me is moving ahead, but I am stuck with family health expenses, anxiety, and poor concentration, and I still want MBA preparation.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"I feel trapped because of backlogs, entrance exam stress, and mental burnout, but I still want family business.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Everyone around me is moving ahead, but I am stuck with urgent medical expenses at home, depression, and rent and living expenses pressure, and I still want study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"I want long-term growth, but relationship breakup, father lost job, and competitive exam pressure are forcing me to rethink government exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"My family expects results, but I am dealing with responsibility to support parents, anxiety, and mental burnout while trying to pursue stable job.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"I am mentally exhausted because of emotional exhaustion, father lost job, and education loan burden. I do not know whether I should continue toward software job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Because of competitive exam pressure, responsibility to support parents, and need immediate income, I feel lost between responsibility and my goal of study abroad.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I am mentally exhausted because of responsibility to support parents, family health expenses, and project deadline pressure. I do not know whether I should continue toward family business.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Because of education loan burden, low family income, and low CGPA, I feel confused between survival and my dream of government exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I want long-term growth, but toxic relationship, family financial pressure, and anxiety are forcing me to rethink research career.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Recovery is part of progress, not delay."
"My confidence is low because of toxic relationship, mental burnout, and family financial pressure, and I cannot decide if bank exam preparation is realistic.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Everyone around me is moving ahead, but I am stuck with mental burnout, family financial pressure, and low family income, and I still want bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"Because of family health expenses, fear of disappointing parents, and relationship breakup, I feel lost between responsibility and my goal of software job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"I feel guilty because of household financial burden, assignment overload, and poor concentration, while my future goal is still startup idea.",Balanced Plan,You do not need an extreme decision right now. A balanced plan that protects present responsibilities while preparing for future goals is often the safest path.
"Everyone around me is moving ahead, but I am stuck with toxic relationship, low self-confidence, and fear of failure, and I still want study abroad.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"I feel guilty because of household financial burden, emotional exhaustion, and father lost job, while my future goal is still bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Because of father lost job, entrance exam stress, and fear of failure, I feel confused between survival and my dream of startup idea.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I feel guilty because of emotional exhaustion, rent and living expenses pressure, and education loan burden, while my future goal is still bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I feel guilty because of semester pressure, family health expenses, and anxiety, while my future goal is still bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"Life feels unstable due to poor concentration, lack of motivation, and assignment overload, but I still hope for MBA preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of rent and living expenses pressure, education loan burden, and low CGPA, I feel lost between responsibility and my goal of MBA preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan that protects present responsibilities while preparing for future goals is often the safest path.
"I feel guilty because of education loan burden, low family income, and low CGPA, while my future goal is still MBA preparation.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"My family expects results, but I am dealing with competitive exam pressure, toxic relationship, and urgent medical expenses at home while trying to pursue higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"I am mentally exhausted because of low self-confidence, assignment overload, and relationship breakup. I do not know whether I should continue toward bank exam preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Because of family financial pressure, competitive exam pressure, and mental burnout, I feel lost between responsibility and my goal of study abroad.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"I want long-term growth, but poor concentration, semester pressure, and education loan burden are forcing me to rethink bank exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"Life feels unstable due to poor concentration, entrance exam stress, and backlogs, but I still hope for stable job.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"Because of low self-confidence, low CGPA, and entrance exam stress, I feel lost between responsibility and my goal of higher studies.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"Because of relationship breakup, rent and living expenses pressure, and fear of failure, I feel lost between responsibility and my goal of software job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"My family expects results, but I am dealing with anxiety, fear of disappointing parents, and toxic relationship while trying to pursue higher studies.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"Because of toxic relationship, education loan burden, and backlogs, I feel lost between responsibility and my goal of MBA preparation.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
"My family expects results, but I am dealing with responsibility to support parents, entrance exam stress, and low family income while trying to pursue government exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I want long-term growth, but household financial burden, project deadline pressure, and exam stress are forcing me to rethink study abroad.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"I feel trapped because of fear of failure, mental burnout, and lack of motivation, but I still want software job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger decisions."
"I feel guilty because of relationship breakup, project deadline pressure, and toxic relationship, while my future goal is still startup idea.",Balanced Plan,"Balance is the strongest strategy here. Financial stability, emotional wellbeing, and career growth should move together instead of sacrificing one completely."
"I am mentally exhausted because of urgent medical expenses at home, emotional exhaustion, and poor concentration. I do not know whether I should continue toward government exam preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I want long-term growth, but fear of failure, urgent medical expenses at home, and mental burnout are forcing me to rethink software job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"I want long-term growth, but competitive exam pressure, family health expenses, and poor concentration are forcing me to rethink MBA preparation.",Study First,"Your academic foundation should be the priority right now. Improving grades, reducing backlogs, and building consistency will create stronger future opportunities."
"I feel guilty because of low CGPA, fear of failure, and education loan burden, while my future goal is still bank exam preparation.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"My confidence is low because of need immediate income, family health expenses, and semester pressure, and I cannot decide if software job is realistic.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"My confidence is low because of exam stress, toxic relationship, and household financial burden, and I cannot decide if bank exam preparation is realistic.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I want long-term growth, but entrance exam stress, assignment overload, and emotional exhaustion are forcing me to rethink MBA preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"Because of responsibility to support parents, education loan burden, and project deadline pressure, I feel lost between responsibility and my goal of stable job.",Job First,Immediate financial stability should come first. Supporting present family responsibilities can reduce pressure and create safer long-term growth opportunities.
"Everyone around me is moving ahead, but I am stuck with family health expenses, toxic relationship, and anxiety, and I still want stable job.",Balanced Plan,You do not need an extreme decision right now. A balanced plan that protects present responsibilities while preparing for future goals is often the safest path.
"I want long-term growth, but family financial pressure, household financial burden, and lack of motivation are forcing me to rethink family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, future education and career growth become much easier to manage."
"I am mentally exhausted because of mental burnout, poor concentration, and rent and living expenses pressure. I do not know whether I should continue toward higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and professional growth. With proper planning, present difficulties can be managed successfully."
"Because of relationship breakup, project deadline pressure, and fear of failure, I feel lost between responsibility and my goal of government exam preparation.",Study First,"Before major career decisions, stabilizing your studies is important. Strong academic performance creates better options later for jobs and higher education."
"My family expects results, but I am dealing with household financial burden, backlogs, and emotional exhaustion while trying to pursue MBA preparation.",Higher Studies,"If your long-term vision is strong, higher studies can become a valuable investment. Scholarships, preparation, and discipline make this path realistic."
