input_text,target_label,target_output
"Academic pressure is affecting my sleep and peace of mind, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i cannot delay earning because of urgent responsibilities",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also expenses are increasing and i need stable income",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i cannot delay earning because of urgent responsibilities",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also expenses are increasing and i need stable income",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also i cannot delay earning because of urgent responsibilities",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also expenses are increasing and i need stable income",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I keep procrastinating and exams are getting closer, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also i cannot delay earning because of urgent responsibilities",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also expenses are increasing and i need stable income",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Study pressure is affecting my confidence, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also i cannot delay earning because of urgent responsibilities",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also expenses are increasing and i need stable income",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I cannot balance studies with daily responsibilities, and also financial pressure is forcing me to think practically",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I keep procrastinating and exams are getting closer, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Study pressure is affecting my confidence, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also i want to prepare for competitive exams and higher studies",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also long term learning matters more to me than immediate work",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I cannot balance studies with daily responsibilities, and also i believe higher education will improve my opportunities",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also part time work and studies both seem important to me",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want a practical balance between work and learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want job security without giving up education goals",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also part time work and studies both seem important to me",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want a practical balance between work and learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want job security without giving up education goals",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also part time work and studies both seem important to me",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want a practical balance between work and learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want job security without giving up education goals",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also part time work and studies both seem important to me",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want a practical balance between work and learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want job security without giving up education goals",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
