input_text,target_label,target_output
"Study pressure is affecting my confidence, even with my family needs financial support and i need income soon, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with my family depends on my income for support, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i feel burnout and cannot stay productive anymore, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i want job security without giving up education goals, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i want specialization before entering the job market, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with emotional stress is making every decision harder, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i am confused between job and higher studies and want both, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i cannot delay earning because responsibilities are urgent, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i want to support my family while preparing for masters, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i think i need guidance before making major decisions, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i want financial stability and future education together, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i want to work first and continue studies gradually, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i want to support my family while preparing for masters, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with stress and anxiety are affecting my decisions badly, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with loan pressure is making me think about immediate employment, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i think i need guidance before making major decisions, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with there is pressure at home because of money problems, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with family expectations are pushing me toward a job first, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with family expectations are pushing me toward a job first, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with advanced education may improve my future opportunities, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i cannot delay earning because responsibilities are urgent, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with there is pressure at home because of money problems, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i want to support my family while preparing for masters, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with stress and anxiety are affecting my decisions badly, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i want deeper knowledge before full time work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i want to work first and continue studies gradually, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with both stability and education matter equally to me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with moving abroad for studies feels like the right step, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with my family needs financial support and i need income soon, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with low confidence is affecting my decision making, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i feel burnout and cannot stay productive anymore, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with moving abroad for studies feels like the right step, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with my family needs financial support and i need income soon, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i think i need guidance before making major decisions, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with long term learning matters more than immediate work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with long term learning matters more than immediate work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with emotional stress is making every decision harder, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i want to work first and continue studies gradually, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with moving abroad for studies feels like the right step, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i want to pursue masters and focus on long term growth, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i am confused between job and higher studies and want both, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with my family depends on my income for support, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with stress and anxiety are affecting my decisions badly, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with part time work and studies both seem important to me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with emotional stress is making every decision harder, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with advanced education may improve my future opportunities, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with both stability and education matter equally to me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i am confused between job and higher studies and want both, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i want financial stability and future education together, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i want deeper knowledge before full time work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with there is pressure at home because of money problems, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i want to pursue masters and focus on long term growth, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with long term learning matters more than immediate work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i cannot delay earning because responsibilities are urgent, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with loan pressure is making me think about immediate employment, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with short term earning feels necessary right now, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i want deeper knowledge before full time work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i need stable income because expenses are increasing, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with part time work and studies both seem important to me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i want financial stability and future education together, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i want job security without giving up education goals, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with my family depends on my income for support, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with stress and anxiety are affecting my decisions badly, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i need income now but i also want to continue learning, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i want to work first and continue studies gradually, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with emotional stress is making every decision harder, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with long term learning matters more than immediate work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with family expectations are pushing me toward a job first, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with long term learning matters more than immediate work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with i think i need guidance before making major decisions, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i want deeper knowledge before full time work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with my family needs financial support and i need income soon, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with stress and anxiety are affecting my decisions badly, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with low confidence is affecting my decision making, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with i feel mentally exhausted and emotionally drained, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with short term earning feels necessary right now, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I cannot balance preparation and daily responsibilities, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i want to prepare for competitive exams and higher studies, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i want job security without giving up education goals, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with loan pressure is making me think about immediate employment, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i feel burnout and cannot stay productive anymore, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i feel mentally exhausted and emotionally drained, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with low confidence is affecting my decision making, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i think i need guidance before making major decisions, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with part time work and studies both seem important to me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i feel lost and cannot decide what is right for me, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i feel mentally exhausted and emotionally drained, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Relationship issues are disturbing my academic focus, even with i want to work first and continue studies gradually, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Assignments and deadlines are overwhelming me, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I am stressed about exams and cannot focus properly, even with i feel mentally exhausted and emotionally drained, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with depression is making it hard to stay motivated, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"I keep procrastinating and exams are getting closer, even with i want to pursue masters and focus on long term growth, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with i feel burnout and cannot stay productive anymore, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"My grades are dropping because of stress, even with research and higher education interest me more than a job, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Study pressure is affecting my confidence, even with loan pressure is making me think about immediate employment, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
"Upcoming exams are making me anxious and distracted, even with i want deeper knowledge before full time work, I think studies should remain the first priority",Study First,Prioritizing studies first and reducing distractions may help improve academic performance and reduce stress.
