input_text,target_label,target_output
"I am stressed about exams and cannot focus properly, and also family expectations are pushing me toward a job first, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also my family needs financial support and i need income soon, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also there is strong pressure at home because of money problems, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i feel responsible for helping my family financially, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also loan pressure is making me think about immediate employment, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also family expectations are pushing me toward a job first, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also my family needs financial support and i need income soon, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also there is strong pressure at home because of money problems, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i feel responsible for helping my family financially, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also loan pressure is making me think about immediate employment, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also family expectations are pushing me toward a job first, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also my family needs financial support and i need income soon, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also there is strong pressure at home because of money problems, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i feel responsible for helping my family financially, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also loan pressure is making me think about immediate employment, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also family expectations are pushing me toward a job first, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also my family needs financial support and i need income soon",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also my family needs financial support and i need income soon, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also there is strong pressure at home because of money problems",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also there is strong pressure at home because of money problems, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i feel responsible for helping my family financially",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also i feel responsible for helping my family financially, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also loan pressure is making me think about immediate employment",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also loan pressure is making me think about immediate employment, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also family expectations are pushing me toward a job first",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Time management problems are ruining my study routine, and also family expectations are pushing me toward a job first, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i want to pursue masters and focus on long term growth, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also research and higher education interest me more than a job, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i want specialization before entering the job market, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also moving abroad for studies feels like the right step, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also advanced education may help my future career growth, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want to pursue masters and focus on long term growth, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also research and higher education interest me more than a job, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also i want specialization before entering the job market, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also moving abroad for studies feels like the right step, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Upcoming exams are making me anxious and distracted, and also advanced education may help my future career growth, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want to pursue masters and focus on long term growth, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also research and higher education interest me more than a job, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i want specialization before entering the job market, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also moving abroad for studies feels like the right step, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Academic pressure is affecting my sleep and peace of mind, and also advanced education may help my future career growth, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want to pursue masters and focus on long term growth, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also research and higher education interest me more than a job, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also i want specialization before entering the job market, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also moving abroad for studies feels like the right step, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I feel overwhelmed by assignments and deadlines, and also advanced education may help my future career growth, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want to pursue masters and focus on long term growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want to pursue masters and focus on long term growth, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also research and higher education interest me more than a job",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also research and higher education interest me more than a job, while I want to make the right decision",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want specialization before entering the job market",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also i want specialization before entering the job market, and this is affecting my confidence",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also moving abroad for studies feels like the right step",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also moving abroad for studies feels like the right step, while my family expects quick decisions",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also advanced education may help my future career growth",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"Time management problems are ruining my study routine, and also advanced education may help my future career growth, while I also worry about long term stability",Study First,Prioritizing studies first may help reduce stress and improve academic performance before making major decisions.
"I am stressed about exams and cannot focus properly, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i am confused between job and higher studies and want both, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i need income now but i also want to continue learning, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want financial stability and future education together, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also i want to support my family while preparing for masters, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am stressed about exams and cannot focus properly, and also balancing career growth and academics feels necessary, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i am confused between job and higher studies and want both, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i need income now but i also want to continue learning, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want financial stability and future education together, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also i want to support my family while preparing for masters, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Upcoming exams are making me anxious and distracted, and also balancing career growth and academics feels necessary, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i am confused between job and higher studies and want both, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i need income now but i also want to continue learning, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want financial stability and future education together, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also i want to support my family while preparing for masters, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Academic pressure is affecting my sleep and peace of mind, and also balancing career growth and academics feels necessary, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i am confused between job and higher studies and want both, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i need income now but i also want to continue learning, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want financial stability and future education together, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel overwhelmed by assignments and deadlines, and also i want to support my family while preparing for masters, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
