input_text,target_label,target_output
"My family pressure from semester pressure, father lost job, and low self-confidence is affecting my decision about higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am worried because of loan pressure, entrance exam stress, and low self-confidence, but my future goal is bank exam preparation.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"I am struggling with low self-confidence, family health expenses, household financial burden, and I cannot decide how to manage government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am facing backlogs, fear of future, and loan pressure, but I also want bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of family health expenses, emotional exhaustion, and loan pressure, while trying to pursue government exam preparation.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I am struggling with education loan stress, father lost job, relationship breakup, and I cannot decide how to manage higher studies.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"Because of emotional exhaustion, household financial burden, and family health expenses, I feel confused about choosing family business.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I feel mentally tired because of mental burnout, low family income, and low CGPA, while trying to pursue startup idea.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My family pressure from father lost job, backlogs, and poor concentration is affecting my decision about family business.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to family financial pressure, lack of motivation, and mental burnout, while I want to focus on stable job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am struggling with low family income, assignment pressure, low self-confidence, and I cannot decide how to manage family business.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of family financial pressure, low family income, and competitive exam preparation, while trying to pursue government exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Because of loan pressure, assignment pressure, and family financial pressure, I feel confused about choosing family business.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"Because of household financial burden, family financial pressure, and emotional exhaustion, I feel confused about choosing government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My family pressure from assignment pressure, depression, and low family income is affecting my decision about bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of emotional exhaustion, relationship breakup, and responsibility to support family, while trying to pursue startup idea.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"Due to fear of failure, responsibility to support family, and family financial pressure, I feel stuck while thinking about stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing fear of future, fear of failure, and responsibility to support family, but I also want family business.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to need immediate income, father lost job, and family health expenses, while I want to focus on study abroad.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"I am worried because of fear of future, relationship breakup, and comparison with friends, but my future goal is software job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am facing need immediate income, poor concentration, and low family income, but I also want study abroad.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am struggling with low family income, low self-confidence, low CGPA, and I cannot decide how to manage startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My family pressure from depression, mental burnout, and loan pressure is affecting my decision about MBA preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"Due to fear of failure, need immediate income, and backlogs, I feel stuck while thinking about software job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Because of fear of failure, semester pressure, and emotional exhaustion, I feel confused about choosing startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to lack of motivation, project submission pressure, and low self-confidence, while I want to focus on research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My life feels stressful due to education loan stress, low self-confidence, and mental burnout, while I want to focus on higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My life feels stressful due to lack of motivation, exam stress, and relationship breakup, while I want to focus on research career.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"Due to lack of motivation, project submission pressure, and mental burnout, I feel stuck while thinking about MBA preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing assignment pressure, fear of future, and entrance exam stress, but I also want study abroad.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am facing project submission pressure, urgent financial needs, and assignment pressure, but I also want government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am worried because of project submission pressure, toxic relationship, and poor concentration, but my future goal is family business.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am struggling with household financial burden, fear of future, family health expenses, and I cannot decide how to manage government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am facing education loan stress, relationship breakup, and low CGPA, but I also want higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"My life feels stressful due to father lost job, entrance exam stress, and responsibility to support family, while I want to focus on software job.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"I am struggling with fear of future, entrance exam stress, exam stress, and I cannot decide how to manage stable job.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"Because of mental burnout, fear of future, and emotional exhaustion, I feel confused about choosing research career.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"I feel mentally tired because of anxiety, poor concentration, and toxic relationship, while trying to pursue software job.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing mental health first leads to better long-term outcomes."
"Due to fear of failure, family health expenses, and household financial burden, I feel stuck while thinking about MBA preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to urgent financial needs, loan pressure, and assignment pressure, while I want to focus on stable job.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"I feel mentally tired because of family health expenses, comparison with friends, and project submission pressure, while trying to pursue government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I feel mentally tired because of entrance exam stress, anxiety, and mental burnout, while trying to pursue government exam preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing mental health first leads to better long-term outcomes."
"Due to father lost job, urgent financial needs, and responsibility to support family, I feel stuck while thinking about MBA preparation.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I am worried because of responsibility to support family, family health expenses, and anxiety, but my future goal is startup idea.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Due to entrance exam stress, backlogs, and assignment pressure, I feel stuck while thinking about startup idea.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"Because of loan pressure, low family income, and responsibility to support family, I feel confused about choosing software job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to competitive exam preparation, semester pressure, and entrance exam stress, while I want to focus on study abroad.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am worried because of project submission pressure, education loan stress, and fear of failure, but my future goal is stable job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My family pressure from low CGPA, anxiety, and need immediate income is affecting my decision about family business.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing depression, project submission pressure, and urgent financial needs, but I also want stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to anxiety, assignment pressure, and family health expenses, while I want to focus on family business.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of competitive exam preparation, depression, and low self-confidence, while trying to pursue MBA preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Due to poor concentration, father lost job, and mental burnout, I feel stuck while thinking about government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I feel mentally tired because of toxic relationship, competitive exam preparation, and loan pressure, while trying to pursue bank exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to emotional exhaustion, loan pressure, and education loan stress, while I want to focus on MBA preparation.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"I am struggling with mental burnout, low CGPA, education loan stress, and I cannot decide how to manage software job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My family pressure from education loan stress, emotional exhaustion, and father lost job is affecting my decision about research career.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I feel mentally tired because of responsibility to support family, project submission pressure, and assignment pressure, while trying to pursue bank exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Because of responsibility to support family, assignment pressure, and mental burnout, I feel confused about choosing bank exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to project submission pressure, mental burnout, and family health expenses, while I want to focus on bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to project submission pressure, relationship breakup, and poor concentration, while I want to focus on research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"Due to education loan stress, backlogs, and semester pressure, I feel stuck while thinking about government exam preparation.",Study First,"Before chasing major career decisions, stabilizing your studies is important. Academic consistency now creates stronger long-term options."
"Because of competitive exam preparation, fear of failure, and responsibility to support family, I feel confused about choosing bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Because of mental burnout, relationship breakup, and project submission pressure, I feel confused about choosing family business.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing mental health first leads to better long-term outcomes."
"I am worried because of lack of motivation, mental burnout, and comparison with friends, but my future goal is startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to anxiety, household financial burden, and backlogs, while I want to focus on higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am struggling with emotional exhaustion, loan pressure, need immediate income, and I cannot decide how to manage research career.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"My family pressure from father lost job, project submission pressure, and assignment pressure is affecting my decision about government exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Due to anxiety, father lost job, and emotional exhaustion, I feel stuck while thinking about higher studies.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing mental health first leads to better long-term outcomes."
"I am worried because of urgent financial needs, family financial pressure, and low self-confidence, but my future goal is software job.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I am worried because of assignment pressure, project submission pressure, and depression, but my future goal is family business.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am struggling with project submission pressure, family health expenses, depression, and I cannot decide how to manage software job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Because of comparison with friends, project submission pressure, and low family income, I feel confused about choosing stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am struggling with anxiety, urgent financial needs, low CGPA, and I cannot decide how to manage government exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Due to fear of failure, poor concentration, and education loan stress, I feel stuck while thinking about research career.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"My life feels stressful due to assignment pressure, depression, and household financial burden, while I want to focus on higher studies.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"I am facing poor concentration, responsibility to support family, and father lost job, but I also want MBA preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My family pressure from fear of future, low CGPA, and fear of failure is affecting my decision about government exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My life feels stressful due to assignment pressure, education loan stress, and low family income, while I want to focus on study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"Because of poor concentration, need immediate income, and household financial burden, I feel confused about choosing bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am struggling with education loan stress, fear of failure, anxiety, and I cannot decide how to manage bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"My family pressure from entrance exam stress, low CGPA, and competitive exam preparation is affecting my decision about software job.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"My family pressure from need immediate income, poor concentration, and lack of motivation is affecting my decision about family business.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am facing low family income, exam stress, and family financial pressure, but I also want stable job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am worried because of poor concentration, backlogs, and low self-confidence, but my future goal is software job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Due to family health expenses, project submission pressure, and low self-confidence, I feel stuck while thinking about research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My family pressure from emotional exhaustion, relationship breakup, and father lost job is affecting my decision about government exam preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"My life feels stressful due to need immediate income, family financial pressure, and mental burnout, while I want to focus on family business.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I am worried because of household financial burden, project submission pressure, and fear of failure, but my future goal is bank exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am struggling with low family income, semester pressure, low self-confidence, and I cannot decide how to manage research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I feel mentally tired because of loan pressure, household financial burden, and poor concentration, while trying to pursue higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"Because of assignment pressure, need immediate income, and poor concentration, I feel confused about choosing research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"Due to competitive exam preparation, assignment pressure, and relationship breakup, I feel stuck while thinking about family business.",Study First,"Before chasing major career decisions, stabilizing your studies is important. Academic consistency now creates stronger long-term options."
"I am facing semester pressure, exam stress, and poor concentration, but I also want stable job.",Study First,"Before chasing major career decisions, stabilizing your studies is important. Academic consistency now creates stronger long-term options."
"My family pressure from fear of future, emotional exhaustion, and education loan stress is affecting my decision about MBA preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am struggling with anxiety, relationship breakup, semester pressure, and I cannot decide how to manage software job.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"I feel mentally tired because of toxic relationship, father lost job, and assignment pressure, while trying to pursue MBA preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I feel mentally tired because of lack of motivation, responsibility to support family, and need immediate income, while trying to pursue startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing anxiety, backlogs, and entrance exam stress, but I also want higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My life feels stressful due to relationship breakup, low self-confidence, and semester pressure, while I want to focus on software job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Because of project submission pressure, backlogs, and loan pressure, I feel confused about choosing research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My family pressure from low family income, family health expenses, and emotional exhaustion is affecting my decision about research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"I am struggling with lack of motivation, anxiety, poor concentration, and I cannot decide how to manage MBA preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Because of urgent financial needs, poor concentration, and fear of future, I feel confused about choosing study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"I am worried because of backlogs, poor concentration, and low self-confidence, but my future goal is startup idea.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"My life feels stressful due to exam stress, anxiety, and need immediate income, while I want to focus on software job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I am struggling with need immediate income, semester pressure, lack of motivation, and I cannot decide how to manage stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am worried because of fear of failure, need immediate income, and depression, but my future goal is stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am struggling with anxiety, mental burnout, need immediate income, and I cannot decide how to manage government exam preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"I am struggling with project submission pressure, toxic relationship, comparison with friends, and I cannot decide how to manage research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"Because of family health expenses, father lost job, and project submission pressure, I feel confused about choosing higher studies.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"Due to responsibility to support family, father lost job, and lack of motivation, I feel stuck while thinking about higher studies.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"Because of family health expenses, household financial burden, and competitive exam preparation, I feel confused about choosing stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Due to relationship breakup, urgent financial needs, and fear of failure, I feel stuck while thinking about startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing fear of future, emotional exhaustion, and education loan stress, but I also want study abroad.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
"My family pressure from competitive exam preparation, father lost job, and need immediate income is affecting my decision about study abroad.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"I am facing urgent financial needs, low CGPA, and family health expenses, but I also want bank exam preparation.",Job First,Immediate income should be prioritized first so present responsibilities are handled safely while keeping future education plans alive.
"I am worried because of fear of future, emotional exhaustion, and fear of failure, but my future goal is stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Because of need immediate income, urgent financial needs, and comparison with friends, I feel confused about choosing bank exam preparation.",Job First,Starting with a stable job may be the most practical step right now. Financial stability can reduce family pressure and create room for future growth.
"I am worried because of urgent financial needs, assignment pressure, and low CGPA, but my future goal is stable job.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"Due to anxiety, backlogs, and competitive exam preparation, I feel stuck while thinking about bank exam preparation.",Study First,"Strengthening your academic foundation should come first. Improving grades, reducing backlogs, and building study discipline will create better opportunities later."
"My family pressure from family health expenses, semester pressure, and low family income is affecting my decision about startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am worried because of education loan stress, lack of motivation, and semester pressure, but my future goal is bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am facing anxiety, family financial pressure, and lack of motivation, but I also want stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of low family income, education loan stress, and responsibility to support family, while trying to pursue stable job.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I feel mentally tired because of entrance exam stress, depression, and poor concentration, while trying to pursue MBA preparation.",Study First,"Before chasing major career decisions, stabilizing your studies is important. Academic consistency now creates stronger long-term options."
"Because of toxic relationship, relationship breakup, and low self-confidence, I feel confused about choosing bank exam preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority. Before major career decisions, focus on mental clarity, recovery, and support from trusted people."
"I am struggling with toxic relationship, low CGPA, father lost job, and I cannot decide how to manage research career.",Higher Studies,"If long-term growth matters most, higher studies offer stronger future value through better exposure, learning, and career expansion."
"My family pressure from depression, fear of future, and household financial burden is affecting my decision about bank exam preparation.",Balanced Plan,A balanced approach is best here. Managing current responsibilities while preparing slowly for long-term goals reduces regret and creates sustainable growth.
"I feel mentally tired because of lack of motivation, education loan stress, and depression, while trying to pursue government exam preparation.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"Because of semester pressure, fear of future, and loan pressure, I feel confused about choosing startup idea.",Balanced Plan,You do not need extreme decisions right now. Balance financial stability and career preparation together through patience and realistic planning.
"I am worried because of mental burnout, anxiety, and poor concentration, but my future goal is startup idea.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing mental health first leads to better long-term outcomes."
"I am worried because of semester pressure, assignment pressure, and low self-confidence, but my future goal is research career.",Higher Studies,"Higher studies can create stronger long-term career opportunities and better professional growth. With discipline and planning, financial obstacles can be managed."
