input_text,target_label,target_output
"My life feels stressful due to semester pressure and household financial burden, and I want to focus on startup idea.",Study First,"Before chasing bigger career goals, stabilizing your studies is important. Strong academic performance builds confidence and opens better opportunities later."
"I am worried because of education loan stress and poor concentration, but my future goal is bank exam preparation.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"I am struggling with competitive exam preparation, mental burnout, and I cannot decide how to manage startup idea.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am struggling with loan pressure, poor concentration, and I cannot decide how to manage stable job.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I am facing toxic relationship and urgent financial needs, but I also want study abroad.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I want study abroad, but poor concentration and education loan stress are making things difficult.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"Because of competitive exam preparation and low CGPA, I feel confused about choosing study abroad.",Higher Studies,Higher studies should remain the focus because they create stronger long-term career opportunities and professional growth. Proper planning can manage financial challenges.
"Life is difficult because of depression and education loan stress, and I am confused about stable job.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am facing father lost job and lack of motivation, but I also want stable job.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I feel mentally tired because of emotional exhaustion and lack of motivation, while trying to pursue MBA preparation.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"I want research career, but emotional exhaustion and need immediate income are making things difficult.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"Life is difficult because of assignment pressure and project submission pressure, and I am confused about study abroad.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"I am worried because of household financial burden and emotional exhaustion, but my future goal is study abroad.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I feel mentally tired because of urgent financial needs and fear of failure, while trying to pursue stable job.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"Life is difficult because of entrance exam stress and household financial burden, and I am confused about bank exam preparation.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"My life feels stressful due to low CGPA and semester pressure, and I want to focus on bank exam preparation.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"I am worried because of toxic relationship and fear of future, but my future goal is study abroad.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"I am worried because of urgent financial needs and project submission pressure, but my future goal is stable job.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"My life feels stressful due to household financial burden and backlogs, and I want to focus on family business.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"I am worried because of relationship breakup and responsibility to support family, but my future goal is research career.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"Due to emotional exhaustion and fear of failure, I feel stuck while thinking about family business.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
My family pressure from poor concentration and toxic relationship is affecting my decision about government exam preparation.,Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"Due to mental burnout and urgent financial needs, I feel stuck while thinking about software job.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am struggling with comparison with friends, education loan stress, and I cannot decide how to manage higher studies.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"Life is difficult because of need immediate income and backlogs, and I am confused about stable job.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"My life feels stressful due to poor concentration and assignment pressure, and I want to focus on stable job.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"Life is difficult because of comparison with friends and competitive exam preparation, and I am confused about software job.",Balanced Plan,A balanced approach is the best option here. Managing immediate responsibilities while slowly preparing for long-term goals can reduce regret and pressure.
"Because of low family income and backlogs, I feel confused about choosing government exam preparation.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"I am worried because of low CGPA and loan pressure, but my future goal is higher studies.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I want higher studies, but household financial burden and low CGPA are making things difficult.",Higher Studies,Higher studies should remain the focus because they create stronger long-term career opportunities and professional growth. Proper planning can manage financial challenges.
"I am struggling with lack of motivation, backlogs, and I cannot decide how to manage startup idea.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"Due to education loan stress and depression, I feel stuck while thinking about research career.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"Because of backlogs and poor concentration, I feel confused about choosing study abroad.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"I am facing mental burnout and low CGPA, but I also want MBA preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"Life is difficult because of fear of future and depression, and I am confused about research career.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am struggling with fear of failure, father lost job, and I cannot decide how to manage bank exam preparation.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Life is difficult because of urgent financial needs and family health expenses, and I am confused about study abroad.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I want MBA preparation, but fear of future and education loan stress are making things difficult.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Because of low self-confidence and fear of failure, I feel confused about choosing software job.",Balanced Plan,You do not need extreme decisions right now. A balanced plan allows financial stability and career growth to happen together through patience and consistency.
"I am facing fear of failure and fear of future, but I also want stable job.",Balanced Plan,A balanced approach is the best option here. Managing immediate responsibilities while slowly preparing for long-term goals can reduce regret and pressure.
"I feel mentally tired because of backlogs and responsibility to support family, while trying to pursue software job.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"I feel mentally tired because of entrance exam stress and education loan stress, while trying to pursue startup idea.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"Because of poor concentration and fear of failure, I feel confused about choosing stable job.",Balanced Plan,A balanced approach is the best option here. Managing immediate responsibilities while slowly preparing for long-term goals can reduce regret and pressure.
"Life is difficult because of assignment pressure and family health expenses, and I am confused about MBA preparation.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Life is difficult because of mental burnout and education loan stress, and I am confused about government exam preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"Due to family health expenses and anxiety, I feel stuck while thinking about MBA preparation.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"My life feels stressful due to poor concentration and exam stress, and I want to focus on bank exam preparation.",Study First,"Before chasing bigger career goals, stabilizing your studies is important. Strong academic performance builds confidence and opens better opportunities later."
"Life is difficult because of lack of motivation and semester pressure, and I am confused about stable job.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"My life feels stressful due to assignment pressure and semester pressure, and I want to focus on bank exam preparation.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"Life is difficult because of depression and relationship breakup, and I am confused about startup idea.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"Life is difficult because of depression and exam stress, and I am confused about bank exam preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I feel mentally tired because of responsibility to support family and anxiety, while trying to pursue bank exam preparation.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
My family pressure from family financial pressure and low family income is affecting my decision about study abroad.,Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I am struggling with education loan stress, low family income, and I cannot decide how to manage higher studies.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
My family pressure from toxic relationship and low self-confidence is affecting my decision about startup idea.,Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"I am worried because of low CGPA and poor concentration, but my future goal is MBA preparation.",Higher Studies,Higher studies should remain the focus because they create stronger long-term career opportunities and professional growth. Proper planning can manage financial challenges.
My family pressure from emotional exhaustion and poor concentration is affecting my decision about government exam preparation.,Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I feel mentally tired because of family financial pressure and loan pressure, while trying to pursue startup idea.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Due to household financial burden and father lost job, I feel stuck while thinking about bank exam preparation.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I am worried because of family health expenses and loan pressure, but my future goal is study abroad.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I feel mentally tired because of competitive exam preparation and low CGPA, while trying to pursue research career.",Higher Studies,Higher studies should remain the focus because they create stronger long-term career opportunities and professional growth. Proper planning can manage financial challenges.
"I am facing poor concentration and backlogs, but I also want stable job.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"Due to anxiety and relationship breakup, I feel stuck while thinking about higher studies.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I want family business, but low CGPA and mental burnout are making things difficult.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am facing toxic relationship and family financial pressure, but I also want higher studies.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"Due to urgent financial needs and low self-confidence, I feel stuck while thinking about higher studies.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I am worried because of need immediate income and emotional exhaustion, but my future goal is family business.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of need immediate income and semester pressure, but my future goal is bank exam preparation.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I feel mentally tired because of semester pressure and relationship breakup, while trying to pursue startup idea.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of anxiety and fear of future, but my future goal is government exam preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I want MBA preparation, but backlogs and fear of failure are making things difficult.",Higher Studies,Higher studies should remain the focus because they create stronger long-term career opportunities and professional growth. Proper planning can manage financial challenges.
"My life feels stressful due to need immediate income and relationship breakup, and I want to focus on research career.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of family financial pressure and entrance exam stress, but my future goal is startup idea.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I want bank exam preparation, but education loan stress and father lost job are making things difficult.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I want MBA preparation, but anxiety and loan pressure are making things difficult.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am worried because of anxiety and family health expenses, but my future goal is startup idea.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
My family pressure from depression and project submission pressure is affecting my decision about MBA preparation.,Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"Life is difficult because of responsibility to support family and need immediate income, and I am confused about government exam preparation.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"Life is difficult because of toxic relationship and relationship breakup, and I am confused about MBA preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am struggling with backlogs, fear of failure, and I cannot decide how to manage research career.",Higher Studies,"Choosing higher studies now can build stronger career value later. Scholarships, preparation, and consistency can help manage financial obstacles."
"My life feels stressful due to low CGPA and poor concentration, and I want to focus on research career.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
My family pressure from emotional exhaustion and family financial pressure is affecting my decision about family business.,Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of poor concentration and responsibility to support family, but my future goal is startup idea.",Balanced Plan,A balanced approach is the best option here. Managing immediate responsibilities while slowly preparing for long-term goals can reduce regret and pressure.
"I am facing loan pressure and toxic relationship, but I also want startup idea.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am struggling with competitive exam preparation, loan pressure, and I cannot decide how to manage research career.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Life is difficult because of education loan stress and need immediate income, and I am confused about MBA preparation.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I am worried because of low family income and father lost job, but my future goal is software job.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"I am struggling with low self-confidence, fear of failure, and I cannot decide how to manage government exam preparation.",Balanced Plan,A balanced approach is the best option here. Managing immediate responsibilities while slowly preparing for long-term goals can reduce regret and pressure.
"Due to fear of failure and need immediate income, I feel stuck while thinking about study abroad.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"Because of exam stress and family health expenses, I feel confused about choosing government exam preparation.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
My family pressure from backlogs and education loan stress is affecting my decision about research career.,Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
My family pressure from backlogs and exam stress is affecting my decision about stable job.,Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"I feel mentally tired because of entrance exam stress and depression, while trying to pursue MBA preparation.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"Life is difficult because of family financial pressure and backlogs, and I am confused about government exam preparation.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"I feel mentally tired because of family health expenses and project submission pressure, while trying to pursue study abroad.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
My family pressure from low family income and toxic relationship is affecting my decision about MBA preparation.,Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"My life feels stressful due to project submission pressure and father lost job, and I want to focus on study abroad.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I am struggling with fear of failure, family financial pressure, and I cannot decide how to manage higher studies.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"I am struggling with urgent financial needs, father lost job, and I cannot decide how to manage startup idea.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"My life feels stressful due to emotional exhaustion and family health expenses, and I want to focus on bank exam preparation.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I feel mentally tired because of comparison with friends and poor concentration, while trying to pursue startup idea.",Balanced Plan,Handling present responsibilities while preparing for future goals creates sustainable growth. Consistency matters more than rushed decisions.
"I am worried because of comparison with friends and family financial pressure, but my future goal is research career.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I feel mentally tired because of depression and relationship breakup, while trying to pursue study abroad.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"Because of family health expenses and low family income, I feel confused about choosing government exam preparation.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I want government exam preparation, but lack of motivation and competitive exam preparation are making things difficult.",Balanced Plan,Handling present responsibilities while preparing for future goals creates sustainable growth. Consistency matters more than rushed decisions.
"I want higher studies, but entrance exam stress and anxiety are making things difficult.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I feel mentally tired because of low family income and education loan stress, while trying to pursue bank exam preparation.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Life is difficult because of education loan stress and low family income, and I am confused about startup idea.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I am worried because of education loan stress and assignment pressure, but my future goal is research career.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Because of fear of failure and competitive exam preparation, I feel confused about choosing bank exam preparation.",Balanced Plan,You do not need extreme decisions right now. A balanced plan allows financial stability and career growth to happen together through patience and consistency.
"Because of low self-confidence and exam stress, I feel confused about choosing startup idea.",Study First,Prioritizing studies first can improve academic performance and reduce stress before major career decisions. A stronger academic base creates better opportunities for both jobs and higher education later.
"I am struggling with competitive exam preparation, need immediate income, and I cannot decide how to manage family business.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Life is difficult because of emotional exhaustion and semester pressure, and I am confused about higher studies.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am struggling with fear of future, entrance exam stress, and I cannot decide how to manage stable job.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"I am facing fear of future and semester pressure, but I also want MBA preparation.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"Because of comparison with friends and urgent financial needs, I feel confused about choosing study abroad.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"My life feels stressful due to need immediate income and loan pressure, and I want to focus on stable job.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"Due to fear of failure and low self-confidence, I feel stuck while thinking about family business.",Balanced Plan,You do not need extreme decisions right now. A balanced plan allows financial stability and career growth to happen together through patience and consistency.
"Because of household financial burden and emotional exhaustion, I feel confused about choosing stable job.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of loan pressure and depression, but my future goal is family business.",Counseling Needed,"When emotional stress becomes too heavy, decisions become unclear. Stabilizing your mental health first will help you make stronger academic and career choices later."
"I am worried because of fear of failure and anxiety, but my future goal is bank exam preparation.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"Due to responsibility to support family and project submission pressure, I feel stuck while thinking about startup idea.",Balanced Plan,You do not need extreme decisions right now. A balanced plan allows financial stability and career growth to happen together through patience and consistency.
"I am struggling with assignment pressure, education loan stress, and I cannot decide how to manage software job.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"Because of backlogs and toxic relationship, I feel confused about choosing stable job.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"I am facing lack of motivation and assignment pressure, but I also want government exam preparation.",Study First,"Your academic foundation needs attention first. Improving grades, reducing backlogs, and building study discipline will create stronger long-term career options."
"I feel mentally tired because of family financial pressure and responsibility to support family, while trying to pursue stable job.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"I am facing backlogs and semester pressure, but I also want startup idea.",Study First,"Before chasing bigger career goals, stabilizing your studies is important. Strong academic performance builds confidence and opens better opportunities later."
"Life is difficult because of competitive exam preparation and project submission pressure, and I am confused about software job.",Balanced Plan,You do not need extreme decisions right now. A balanced plan allows financial stability and career growth to happen together through patience and consistency.
"I am facing toxic relationship and family health expenses, but I also want higher studies.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"My life feels stressful due to backlogs and anxiety, and I want to focus on stable job.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"Because of need immediate income and lack of motivation, I feel confused about choosing higher studies.",Job First,A job-first approach helps manage urgent financial responsibilities while keeping future higher studies possible through gradual preparation and savings.
"I want research career, but responsibility to support family and fear of future are making things difficult.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"I want research career, but need immediate income and entrance exam stress are making things difficult.",Job First,"When financial pressure is high, earning first can protect both family stability and personal confidence. Long-term education goals can still continue step by step."
"Because of semester pressure and emotional exhaustion, I feel confused about choosing research career.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
My family pressure from low family income and exam stress is affecting my decision about study abroad.,Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"My life feels stressful due to anxiety and comparison with friends, and I want to focus on government exam preparation.",Counseling Needed,Emotional recovery is not a delay—it is part of progress. Taking care of mental peace first creates better long-term decisions and healthier growth.
"Because of family financial pressure and urgent financial needs, I feel confused about choosing startup idea.",Job First,Starting with a stable job may be the most practical decision right now. Immediate financial support can reduce family pressure and create stability for future growth.
"I want higher studies, but household financial burden and lack of motivation are making things difficult.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
"My life feels stressful due to depression and assignment pressure, and I want to focus on software job.",Counseling Needed,"Your emotional wellbeing should be the first priority right now. Before major career decisions, focus on mental clarity, emotional recovery, and support from trusted people."
"I am struggling with exam stress, lack of motivation, and I cannot decide how to manage MBA preparation.",Higher Studies,"If long-term career growth matters most, higher studies offer better professional exposure and stronger future opportunities through discipline and preparation."
